,feature_image,label_image
5676,Features_v2.650.tif,Labels_v2.650.tif
2350,Features.1020.tif,Labels.1020.tif
5985,Features_v2.999.tif,Labels_v2.999.tif
1849,Features.480.tif,Labels.480.tif
147,Features.716.tif,Labels.716.tif
4215,Features_v2.372.tif,Labels_v2.372.tif
6476,Features_v2.494.tif,Labels_v2.494.tif
5494,Features_v2.983.tif,Labels_v2.983.tif
1032,Features.684.tif,Labels.684.tif
1436,Features.1046.tif,Labels.1046.tif
693,Features.1203.tif,Labels.1203.tif
3215,Features.1043.tif,Labels.1043.tif
5958,Features_v2.517.tif,Labels_v2.517.tif
4687,Features_v2.821.tif,Labels_v2.821.tif
2472,Features.301.tif,Labels.301.tif
5171,Features_v2.563.tif,Labels_v2.563.tif
5347,Features_v2.1038.tif,Labels_v2.1038.tif
5303,Features_v2.95.tif,Labels_v2.95.tif
1352,Features.1081.tif,Labels.1081.tif
3376,Features.678.tif,Labels.678.tif
2972,Features.572.tif,Labels.572.tif
3905,Features_v2.276.tif,Labels_v2.276.tif
523,Features.1288.tif,Labels.1288.tif
1652,Features.400.tif,Labels.400.tif
4201,Features_v2.75.tif,Labels_v2.75.tif
2176,Features.733.tif,Labels.733.tif
3047,Features.1166.tif,Labels.1166.tif
6065,Features_v2.394.tif,Labels_v2.394.tif
983,Features.620.tif,Labels.620.tif
258,Features.798.tif,Labels.798.tif
5026,Features_v2.496.tif,Labels_v2.496.tif
4479,Features_v2.495.tif,Labels_v2.495.tif
6313,Features_v2.45.tif,Labels_v2.45.tif
2688,Features.1146.tif,Labels.1146.tif
5800,Features_v2.239.tif,Labels_v2.239.tif
4060,Features_v2.827.tif,Labels_v2.827.tif
6018,Features_v2.800.tif,Labels_v2.800.tif
208,Features.395.tif,Labels.395.tif
763,Features.771.tif,Labels.771.tif
4145,Features_v2.858.tif,Labels_v2.858.tif
2500,Features.884.tif,Labels.884.tif
6191,Features_v2.947.tif,Labels_v2.947.tif
2333,Features.1074.tif,Labels.1074.tif
1770,Features.47.tif,Labels.47.tif
5425,Features_v2.192.tif,Labels_v2.192.tif
1140,Features.1162.tif,Labels.1162.tif
2917,Features.26.tif,Labels.26.tif
131,Features.1025.tif,Labels.1025.tif
3120,Features.96.tif,Labels.96.tif
1855,Features.1038.tif,Labels.1038.tif
1903,Features.1015.tif,Labels.1015.tif
1989,Features.327.tif,Labels.327.tif
1473,Features.581.tif,Labels.581.tif
4596,Features_v2.965.tif,Labels_v2.965.tif
3447,Features.68.tif,Labels.68.tif
1248,Features.641.tif,Labels.641.tif
4771,Features_v2.167.tif,Labels_v2.167.tif
6437,Features_v2.184.tif,Labels_v2.184.tif
1431,Features.475.tif,Labels.475.tif
6562,Features_v2.629.tif,Labels_v2.629.tif
5095,Features_v2.8.tif,Labels_v2.8.tif
5440,Features_v2.378.tif,Labels_v2.378.tif
3813,Features_v2.645.tif,Labels_v2.645.tif
4927,Features_v2.425.tif,Labels_v2.425.tif
793,Features.346.tif,Labels.346.tif
2204,Features.616.tif,Labels.616.tif
2230,Features.1275.tif,Labels.1275.tif
4179,Features_v2.626.tif,Labels_v2.626.tif
6190,Features_v2.213.tif,Labels_v2.213.tif
3625,Features_v2.262.tif,Labels_v2.262.tif
957,Features.668.tif,Labels.668.tif
3816,Features_v2.1045.tif,Labels_v2.1045.tif
2059,Features.438.tif,Labels.438.tif
4369,Features_v2.238.tif,Labels_v2.238.tif
1274,Features.830.tif,Labels.830.tif
1177,Features.194.tif,Labels.194.tif
334,Features.253.tif,Labels.253.tif
4853,Features_v2.952.tif,Labels_v2.952.tif
5675,Features_v2.885.tif,Labels_v2.885.tif
2104,Features.358.tif,Labels.358.tif
230,Features.174.tif,Labels.174.tif
5248,Features_v2.930.tif,Labels_v2.930.tif
676,Features.277.tif,Labels.277.tif
5114,Features_v2.384.tif,Labels_v2.384.tif
1734,Features.1165.tif,Labels.1165.tif
6615,Features_v2.411.tif,Labels_v2.411.tif
1242,Features.265.tif,Labels.265.tif
4353,Features_v2.596.tif,Labels_v2.596.tif
5696,Features_v2.492.tif,Labels_v2.492.tif
4603,Features_v2.985.tif,Labels_v2.985.tif
5747,Features_v2.792.tif,Labels_v2.792.tif
1395,Features.889.tif,Labels.889.tif
481,Features.970.tif,Labels.970.tif
1721,Features.277.tif,Labels.277.tif
2489,Features.356.tif,Labels.356.tif
4077,Features_v2.647.tif,Labels_v2.647.tif
4571,Features_v2.76.tif,Labels_v2.76.tif
1453,Features.637.tif,Labels.637.tif
4356,Features_v2.924.tif,Labels_v2.924.tif
6283,Features_v2.613.tif,Labels_v2.613.tif
4611,Features_v2.1019.tif,Labels_v2.1019.tif
3496,Features_v2.1036.tif,Labels_v2.1036.tif
4599,Features_v2.445.tif,Labels_v2.445.tif
5732,Features_v2.366.tif,Labels_v2.366.tif
1220,Features.611.tif,Labels.611.tif
296,Features.1172.tif,Labels.1172.tif
5591,Features_v2.851.tif,Labels_v2.851.tif
3071,Features.916.tif,Labels.916.tif
762,Features.906.tif,Labels.906.tif
3459,Features.856.tif,Labels.856.tif
2849,Features.1169.tif,Labels.1169.tif
4527,Features_v2.247.tif,Labels_v2.247.tif
5479,Features_v2.1010.tif,Labels_v2.1010.tif
4954,Features_v2.62.tif,Labels_v2.62.tif
1404,Features.1262.tif,Labels.1262.tif
431,Features.16.tif,Labels.16.tif
2054,Features.872.tif,Labels.872.tif
6137,Features_v2.322.tif,Labels_v2.322.tif
4391,Features_v2.407.tif,Labels_v2.407.tif
4117,Features_v2.603.tif,Labels_v2.603.tif
5204,Features_v2.936.tif,Labels_v2.936.tif
1380,Features.315.tif,Labels.315.tif
5073,Features_v2.326.tif,Labels_v2.326.tif
4341,Features_v2.900.tif,Labels_v2.900.tif
5997,Features_v2.486.tif,Labels_v2.486.tif
6418,Features_v2.362.tif,Labels_v2.362.tif
2822,Features.1076.tif,Labels.1076.tif
1901,Features.1046.tif,Labels.1046.tif
1977,Features.98.tif,Labels.98.tif
4585,Features_v2.1021.tif,Labels_v2.1021.tif
4877,Features_v2.143.tif,Labels_v2.143.tif
251,Features.774.tif,Labels.774.tif
1677,Features.680.tif,Labels.680.tif
3185,Features.460.tif,Labels.460.tif
6025,Features_v2.274.tif,Labels_v2.274.tif
905,Features.631.tif,Labels.631.tif
1910,Features.674.tif,Labels.674.tif
1234,Features.420.tif,Labels.420.tif
149,Features.862.tif,Labels.862.tif
1052,Features.1182.tif,Labels.1182.tif
96,Features.686.tif,Labels.686.tif
2048,Features.918.tif,Labels.918.tif
5728,Features_v2.500.tif,Labels_v2.500.tif
4946,Features_v2.21.tif,Labels_v2.21.tif
2712,Features.1315.tif,Labels.1315.tif
349,Features.664.tif,Labels.664.tif
4477,Features_v2.974.tif,Labels_v2.974.tif
6116,Features_v2.851.tif,Labels_v2.851.tif
2109,Features.381.tif,Labels.381.tif
5461,Features_v2.209.tif,Labels_v2.209.tif
6242,Features_v2.505.tif,Labels_v2.505.tif
681,Features.105.tif,Labels.105.tif
5318,Features_v2.1058.tif,Labels_v2.1058.tif
3033,Features.426.tif,Labels.426.tif
1587,Features.405.tif,Labels.405.tif
4114,Features_v2.109.tif,Labels_v2.109.tif
2962,Features.767.tif,Labels.767.tif
3010,Features.71.tif,Labels.71.tif
3081,Features.997.tif,Labels.997.tif
4943,Features_v2.145.tif,Labels_v2.145.tif
5232,Features_v2.255.tif,Labels_v2.255.tif
59,Features.135.tif,Labels.135.tif
4605,Features_v2.530.tif,Labels_v2.530.tif
145,Features.841.tif,Labels.841.tif
4909,Features_v2.548.tif,Labels_v2.548.tif
5853,Features_v2.748.tif,Labels_v2.748.tif
4412,Features_v2.191.tif,Labels_v2.191.tif
5195,Features_v2.123.tif,Labels_v2.123.tif
6494,Features_v2.556.tif,Labels_v2.556.tif
1860,Features.546.tif,Labels.546.tif
4686,Features_v2.417.tif,Labels_v2.417.tif
486,Features.596.tif,Labels.596.tif
1100,Features.106.tif,Labels.106.tif
751,Features.258.tif,Labels.258.tif
5383,Features_v2.492.tif,Labels_v2.492.tif
1862,Features.259.tif,Labels.259.tif
6245,Features_v2.559.tif,Labels_v2.559.tif
3763,Features_v2.782.tif,Labels_v2.782.tif
3232,Features.449.tif,Labels.449.tif
5543,Features_v2.1045.tif,Labels_v2.1045.tif
1361,Features.694.tif,Labels.694.tif
2435,Features.1269.tif,Labels.1269.tif
1162,Features.168.tif,Labels.168.tif
342,Features.870.tif,Labels.870.tif
6481,Features_v2.447.tif,Labels_v2.447.tif
3166,Features.1042.tif,Labels.1042.tif
1308,Features.1219.tif,Labels.1219.tif
4733,Features_v2.307.tif,Labels_v2.307.tif
5275,Features_v2.358.tif,Labels_v2.358.tif
5648,Features_v2.950.tif,Labels_v2.950.tif
2342,Features.1060.tif,Labels.1060.tif
5534,Features_v2.434.tif,Labels_v2.434.tif
1947,Features.1233.tif,Labels.1233.tif
1519,Features.760.tif,Labels.760.tif
580,Features.151.tif,Labels.151.tif
4985,Features_v2.793.tif,Labels_v2.793.tif
2563,Features.415.tif,Labels.415.tif
1419,Features.843.tif,Labels.843.tif
3112,Features.845.tif,Labels.845.tif
3428,Features.266.tif,Labels.266.tif
616,Features.1027.tif,Labels.1027.tif
3626,Features_v2.430.tif,Labels_v2.430.tif
1213,Features.113.tif,Labels.113.tif
3581,Features_v2.242.tif,Labels_v2.242.tif
4148,Features_v2.188.tif,Labels_v2.188.tif
5903,Features_v2.355.tif,Labels_v2.355.tif
1163,Features.464.tif,Labels.464.tif
645,Features.807.tif,Labels.807.tif
1822,Features.549.tif,Labels.549.tif
2380,Features.544.tif,Labels.544.tif
1338,Features.121.tif,Labels.121.tif
255,Features.170.tif,Labels.170.tif
1593,Features.1208.tif,Labels.1208.tif
5821,Features_v2.440.tif,Labels_v2.440.tif
3896,Features_v2.164.tif,Labels_v2.164.tif
1246,Features.783.tif,Labels.783.tif
1965,Features.616.tif,Labels.616.tif
3760,Features_v2.302.tif,Labels_v2.302.tif
1874,Features.66.tif,Labels.66.tif
6522,Features_v2.567.tif,Labels_v2.567.tif
566,Features.423.tif,Labels.423.tif
5068,Features_v2.681.tif,Labels_v2.681.tif
1131,Features.1031.tif,Labels.1031.tif
926,Features.511.tif,Labels.511.tif
1180,Features.216.tif,Labels.216.tif
4344,Features_v2.1011.tif,Labels_v2.1011.tif
2481,Features.366.tif,Labels.366.tif
2433,Features.1.tif,Labels.1.tif
6099,Features_v2.633.tif,Labels_v2.633.tif
1423,Features.314.tif,Labels.314.tif
5839,Features_v2.198.tif,Labels_v2.198.tif
1854,Features.563.tif,Labels.563.tif
1178,Features.369.tif,Labels.369.tif
1838,Features.271.tif,Labels.271.tif
3442,Features.453.tif,Labels.453.tif
5731,Features_v2.838.tif,Labels_v2.838.tif
282,Features.87.tif,Labels.87.tif
5660,Features_v2.331.tif,Labels_v2.331.tif
2611,Features.560.tif,Labels.560.tif
2669,Features.308.tif,Labels.308.tif
4401,Features_v2.508.tif,Labels_v2.508.tif
139,Features.246.tif,Labels.246.tif
4155,Features_v2.747.tif,Labels_v2.747.tif
661,Features.906.tif,Labels.906.tif
339,Features.853.tif,Labels.853.tif
900,Features.722.tif,Labels.722.tif
3085,Features.735.tif,Labels.735.tif
3830,Features_v2.734.tif,Labels_v2.734.tif
81,Features.400.tif,Labels.400.tif
6577,Features_v2.502.tif,Labels_v2.502.tif
1932,Features.641.tif,Labels.641.tif
3046,Features.473.tif,Labels.473.tif
4218,Features_v2.118.tif,Labels_v2.118.tif
4549,Features_v2.250.tif,Labels_v2.250.tif
1580,Features.386.tif,Labels.386.tif
4844,Features_v2.56.tif,Labels_v2.56.tif
3536,Features_v2.332.tif,Labels_v2.332.tif
562,Features.640.tif,Labels.640.tif
3831,Features_v2.109.tif,Labels_v2.109.tif
39,Features.99.tif,Labels.99.tif
4578,Features_v2.98.tif,Labels_v2.98.tif
3767,Features_v2.833.tif,Labels_v2.833.tif
3189,Features.1323.tif,Labels.1323.tif
219,Features.705.tif,Labels.705.tif
4709,Features_v2.541.tif,Labels_v2.541.tif
4335,Features_v2.846.tif,Labels_v2.846.tif
2589,Features.801.tif,Labels.801.tif
4776,Features_v2.702.tif,Labels_v2.702.tif
5346,Features_v2.918.tif,Labels_v2.918.tif
6341,Features_v2.634.tif,Labels_v2.634.tif
6507,Features_v2.1044.tif,Labels_v2.1044.tif
6392,Features_v2.716.tif,Labels_v2.716.tif
586,Features.237.tif,Labels.237.tif
1785,Features.313.tif,Labels.313.tif
2219,Features.983.tif,Labels.983.tif
1592,Features.804.tif,Labels.804.tif
4084,Features_v2.150.tif,Labels_v2.150.tif
6514,Features_v2.465.tif,Labels_v2.465.tif
2879,Features.670.tif,Labels.670.tif
168,Features.103.tif,Labels.103.tif
1342,Features.195.tif,Labels.195.tif
5456,Features_v2.848.tif,Labels_v2.848.tif
6067,Features_v2.203.tif,Labels_v2.203.tif
6511,Features_v2.251.tif,Labels_v2.251.tif
3115,Features.1283.tif,Labels.1283.tif
5904,Features_v2.567.tif,Labels_v2.567.tif
4734,Features_v2.216.tif,Labels_v2.216.tif
3165,Features.1206.tif,Labels.1206.tif
5235,Features_v2.423.tif,Labels_v2.423.tif
5000,Features_v2.1013.tif,Labels_v2.1013.tif
220,Features.386.tif,Labels.386.tif
1340,Features.508.tif,Labels.508.tif
6284,Features_v2.973.tif,Labels_v2.973.tif
2674,Features.644.tif,Labels.644.tif
885,Features.417.tif,Labels.417.tif
209,Features.97.tif,Labels.97.tif
4673,Features_v2.553.tif,Labels_v2.553.tif
1103,Features.56.tif,Labels.56.tif
280,Features.179.tif,Labels.179.tif
1573,Features.286.tif,Labels.286.tif
4962,Features_v2.671.tif,Labels_v2.671.tif
712,Features.400.tif,Labels.400.tif
2799,Features.786.tif,Labels.786.tif
4818,Features_v2.161.tif,Labels_v2.161.tif
379,Features.658.tif,Labels.658.tif
3391,Features.416.tif,Labels.416.tif
5400,Features_v2.804.tif,Labels_v2.804.tif
526,Features.318.tif,Labels.318.tif
6586,Features_v2.739.tif,Labels_v2.739.tif
1353,Features.95.tif,Labels.95.tif
4067,Features_v2.518.tif,Labels_v2.518.tif
6158,Features_v2.742.tif,Labels_v2.742.tif
2686,Features.499.tif,Labels.499.tif
91,Features.1071.tif,Labels.1071.tif
1528,Features.211.tif,Labels.211.tif
5326,Features_v2.391.tif,Labels_v2.391.tif
6138,Features_v2.347.tif,Labels_v2.347.tif
2340,Features.491.tif,Labels.491.tif
5564,Features_v2.612.tif,Labels_v2.612.tif
6188,Features_v2.992.tif,Labels_v2.992.tif
1651,Features.67.tif,Labels.67.tif
5822,Features_v2.996.tif,Labels_v2.996.tif
2376,Features.631.tif,Labels.631.tif
6612,Features_v2.991.tif,Labels_v2.991.tif
5782,Features_v2.291.tif,Labels_v2.291.tif
2296,Features.731.tif,Labels.731.tif
6427,Features_v2.729.tif,Labels_v2.729.tif
1339,Features.1300.tif,Labels.1300.tif
3263,Features.358.tif,Labels.358.tif
1116,Features.504.tif,Labels.504.tif
5471,Features_v2.983.tif,Labels_v2.983.tif
884,Features.231.tif,Labels.231.tif
1659,Features.776.tif,Labels.776.tif
2193,Features.983.tif,Labels.983.tif
28,Features.409.tif,Labels.409.tif
3685,Features_v2.256.tif,Labels_v2.256.tif
5196,Features_v2.1044.tif,Labels_v2.1044.tif
3872,Features_v2.193.tif,Labels_v2.193.tif
1796,Features.454.tif,Labels.454.tif
3528,Features_v2.435.tif,Labels_v2.435.tif
2940,Features.944.tif,Labels.944.tif
3916,Features_v2.229.tif,Labels_v2.229.tif
1102,Features.152.tif,Labels.152.tif
4645,Features_v2.213.tif,Labels_v2.213.tif
4912,Features_v2.403.tif,Labels_v2.403.tif
2216,Features.401.tif,Labels.401.tif
600,Features.547.tif,Labels.547.tif
4931,Features_v2.405.tif,Labels_v2.405.tif
2863,Features.203.tif,Labels.203.tif
543,Features.84.tif,Labels.84.tif
5084,Features_v2.860.tif,Labels_v2.860.tif
6193,Features_v2.952.tif,Labels_v2.952.tif
487,Features.62.tif,Labels.62.tif
5208,Features_v2.778.tif,Labels_v2.778.tif
2049,Features.1038.tif,Labels.1038.tif
1624,Features.304.tif,Labels.304.tif
4968,Features_v2.373.tif,Labels_v2.373.tif
3732,Features_v2.333.tif,Labels_v2.333.tif
5583,Features_v2.377.tif,Labels_v2.377.tif
5396,Features_v2.626.tif,Labels_v2.626.tif
3332,Features.682.tif,Labels.682.tif
4778,Features_v2.36.tif,Labels_v2.36.tif
4132,Features_v2.754.tif,Labels_v2.754.tif
2631,Features.149.tif,Labels.149.tif
6135,Features_v2.133.tif,Labels_v2.133.tif
3457,Features.1105.tif,Labels.1105.tif
5542,Features_v2.518.tif,Labels_v2.518.tif
3753,Features_v2.709.tif,Labels_v2.709.tif
6430,Features_v2.741.tif,Labels_v2.741.tif
1443,Features.1185.tif,Labels.1185.tif
5364,Features_v2.880.tif,Labels_v2.880.tif
2385,Features.224.tif,Labels.224.tif
2367,Features.130.tif,Labels.130.tif
2394,Features.490.tif,Labels.490.tif
2144,Features.292.tif,Labels.292.tif
276,Features.960.tif,Labels.960.tif
5287,Features_v2.535.tif,Labels_v2.535.tif
932,Features.330.tif,Labels.330.tif
1369,Features.306.tif,Labels.306.tif
1054,Features.122.tif,Labels.122.tif
1400,Features.115.tif,Labels.115.tif
4105,Features_v2.956.tif,Labels_v2.956.tif
378,Features.618.tif,Labels.618.tif
2275,Features.771.tif,Labels.771.tif
5433,Features_v2.228.tif,Labels_v2.228.tif
4023,Features_v2.1067.tif,Labels_v2.1067.tif
498,Features.403.tif,Labels.403.tif
3410,Features.84.tif,Labels.84.tif
3072,Features.245.tif,Labels.245.tif
1590,Features.1104.tif,Labels.1104.tif
3535,Features_v2.736.tif,Labels_v2.736.tif
3584,Features_v2.523.tif,Labels_v2.523.tif
6479,Features_v2.856.tif,Labels_v2.856.tif
4992,Features_v2.353.tif,Labels_v2.353.tif
98,Features.1285.tif,Labels.1285.tif
5584,Features_v2.781.tif,Labels_v2.781.tif
2043,Features.915.tif,Labels.915.tif
3563,Features_v2.199.tif,Labels_v2.199.tif
2867,Features.371.tif,Labels.371.tif
3585,Features_v2.957.tif,Labels_v2.957.tif
5527,Features_v2.33.tif,Labels_v2.33.tif
3339,Features.31.tif,Labels.31.tif
4562,Features_v2.216.tif,Labels_v2.216.tif
1106,Features.483.tif,Labels.483.tif
6549,Features_v2.887.tif,Labels_v2.887.tif
1,Features.222.tif,Labels.222.tif
1447,Features.422.tif,Labels.422.tif
3997,Features_v2.30.tif,Labels_v2.30.tif
4822,Features_v2.672.tif,Labels_v2.672.tif
5811,Features_v2.414.tif,Labels_v2.414.tif
3254,Features.1090.tif,Labels.1090.tif
2680,Features.660.tif,Labels.660.tif
5319,Features_v2.221.tif,Labels_v2.221.tif
143,Features.759.tif,Labels.759.tif
1275,Features.44.tif,Labels.44.tif
3034,Features.220.tif,Labels.220.tif
4904,Features_v2.415.tif,Labels_v2.415.tif
1761,Features.1307.tif,Labels.1307.tif
6145,Features_v2.681.tif,Labels_v2.681.tif
2858,Features.129.tif,Labels.129.tif
2018,Features.221.tif,Labels.221.tif
4047,Features_v2.580.tif,Labels_v2.580.tif
1805,Features.32.tif,Labels.32.tif
5118,Features_v2.523.tif,Labels_v2.523.tif
1696,Features.623.tif,Labels.623.tif
133,Features.37.tif,Labels.37.tif
4660,Features_v2.215.tif,Labels_v2.215.tif
5384,Features_v2.443.tif,Labels_v2.443.tif
5128,Features_v2.387.tif,Labels_v2.387.tif
3662,Features_v2.1027.tif,Labels_v2.1027.tif
683,Features.346.tif,Labels.346.tif
3418,Features.926.tif,Labels.926.tif
2431,Features.363.tif,Labels.363.tif
4553,Features_v2.151.tif,Labels_v2.151.tif
4791,Features_v2.704.tif,Labels_v2.704.tif
6132,Features_v2.1026.tif,Labels_v2.1026.tif
2866,Features.802.tif,Labels.802.tif
2384,Features.719.tif,Labels.719.tif
831,Features.359.tif,Labels.359.tif
1745,Features.748.tif,Labels.748.tif
551,Features.268.tif,Labels.268.tif
4851,Features_v2.1050.tif,Labels_v2.1050.tif
4384,Features_v2.620.tif,Labels_v2.620.tif
719,Features.463.tif,Labels.463.tif
1460,Features.156.tif,Labels.156.tif
509,Features.435.tif,Labels.435.tif
1511,Features.738.tif,Labels.738.tif
1070,Features.859.tif,Labels.859.tif
1568,Features.37.tif,Labels.37.tif
4149,Features_v2.740.tif,Labels_v2.740.tif
511,Features.82.tif,Labels.82.tif
4780,Features_v2.843.tif,Labels_v2.843.tif
5104,Features_v2.449.tif,Labels_v2.449.tif
6621,Features_v2.333.tif,Labels_v2.333.tif
6258,Features_v2.995.tif,Labels_v2.995.tif
852,Features.758.tif,Labels.758.tif
4572,Features_v2.303.tif,Labels_v2.303.tif
4085,Features_v2.136.tif,Labels_v2.136.tif
6038,Features_v2.227.tif,Labels_v2.227.tif
332,Features.414.tif,Labels.414.tif
4397,Features_v2.50.tif,Labels_v2.50.tif
825,Features.192.tif,Labels.192.tif
2509,Features.592.tif,Labels.592.tif
4945,Features_v2.795.tif,Labels_v2.795.tif
2665,Features.1093.tif,Labels.1093.tif
552,Features.750.tif,Labels.750.tif
4948,Features_v2.297.tif,Labels_v2.297.tif
1132,Features.584.tif,Labels.584.tif
5988,Features_v2.823.tif,Labels_v2.823.tif
5632,Features_v2.405.tif,Labels_v2.405.tif
1777,Features.369.tif,Labels.369.tif
4552,Features_v2.961.tif,Labels_v2.961.tif
6070,Features_v2.802.tif,Labels_v2.802.tif
1217,Features.800.tif,Labels.800.tif
6611,Features_v2.749.tif,Labels_v2.749.tif
5777,Features_v2.984.tif,Labels_v2.984.tif
6285,Features_v2.836.tif,Labels_v2.836.tif
3674,Features_v2.97.tif,Labels_v2.97.tif
3471,Features.1287.tif,Labels.1287.tif
5846,Features_v2.179.tif,Labels_v2.179.tif
6252,Features_v2.1005.tif,Labels_v2.1005.tif
4996,Features_v2.810.tif,Labels_v2.810.tif
3014,Features.643.tif,Labels.643.tif
443,Features.420.tif,Labels.420.tif
5212,Features_v2.873.tif,Labels_v2.873.tif
1093,Features.396.tif,Labels.396.tif
2639,Features.1231.tif,Labels.1231.tif
2,Features.486.tif,Labels.486.tif
1898,Features.91.tif,Labels.91.tif
5306,Features_v2.202.tif,Labels_v2.202.tif
5159,Features_v2.1073.tif,Labels_v2.1073.tif
5878,Features_v2.496.tif,Labels_v2.496.tif
4365,Features_v2.366.tif,Labels_v2.366.tif
3347,Features.119.tif,Labels.119.tif
6152,Features_v2.82.tif,Labels_v2.82.tif
4969,Features_v2.1025.tif,Labels_v2.1025.tif
1268,Features.623.tif,Labels.623.tif
6425,Features_v2.785.tif,Labels_v2.785.tif
1990,Features.867.tif,Labels.867.tif
761,Features.1271.tif,Labels.1271.tif
71,Features.733.tif,Labels.733.tif
56,Features.368.tif,Labels.368.tif
2165,Features.714.tif,Labels.714.tif
1265,Features.276.tif,Labels.276.tif
6374,Features_v2.1061.tif,Labels_v2.1061.tif
4312,Features_v2.990.tif,Labels_v2.990.tif
5663,Features_v2.303.tif,Labels_v2.303.tif
4679,Features_v2.235.tif,Labels_v2.235.tif
2908,Features.51.tif,Labels.51.tif
4481,Features_v2.1017.tif,Labels_v2.1017.tif
3560,Features_v2.336.tif,Labels_v2.336.tif
1327,Features.127.tif,Labels.127.tif
3441,Features.192.tif,Labels.192.tif
4922,Features_v2.493.tif,Labels_v2.493.tif
1408,Features.1076.tif,Labels.1076.tif
3305,Features.1058.tif,Labels.1058.tif
2462,Features.668.tif,Labels.668.tif
4394,Features_v2.159.tif,Labels_v2.159.tif
16,Features.638.tif,Labels.638.tif
515,Features.707.tif,Labels.707.tif
3317,Features.1218.tif,Labels.1218.tif
4546,Features_v2.464.tif,Labels_v2.464.tif
4340,Features_v2.82.tif,Labels_v2.82.tif
2964,Features.938.tif,Labels.938.tif
25,Features.459.tif,Labels.459.tif
4944,Features_v2.589.tif,Labels_v2.589.tif
2915,Features.467.tif,Labels.467.tif
4774,Features_v2.594.tif,Labels_v2.594.tif
2271,Features.518.tif,Labels.518.tif
2514,Features.184.tif,Labels.184.tif
4885,Features_v2.373.tif,Labels_v2.373.tif
1541,Features.474.tif,Labels.474.tif
3853,Features_v2.818.tif,Labels_v2.818.tif
6331,Features_v2.185.tif,Labels_v2.185.tif
1758,Features.860.tif,Labels.860.tif
6445,Features_v2.697.tif,Labels_v2.697.tif
4374,Features_v2.682.tif,Labels_v2.682.tif
3082,Features.485.tif,Labels.485.tif
326,Features.1265.tif,Labels.1265.tif
1009,Features.563.tif,Labels.563.tif
3976,Features_v2.982.tif,Labels_v2.982.tif
4642,Features_v2.21.tif,Labels_v2.21.tif
4163,Features_v2.955.tif,Labels_v2.955.tif
4361,Features_v2.72.tif,Labels_v2.72.tif
18,Features.683.tif,Labels.683.tif
4715,Features_v2.20.tif,Labels_v2.20.tif
4914,Features_v2.633.tif,Labels_v2.633.tif
1969,Features.654.tif,Labels.654.tif
4338,Features_v2.1049.tif,Labels_v2.1049.tif
3963,Features_v2.318.tif,Labels_v2.318.tif
44,Features.481.tif,Labels.481.tif
5670,Features_v2.376.tif,Labels_v2.376.tif
1486,Features.1115.tif,Labels.1115.tif
5955,Features_v2.486.tif,Labels_v2.486.tif
6570,Features_v2.718.tif,Labels_v2.718.tif
3059,Features.789.tif,Labels.789.tif
3063,Features.418.tif,Labels.418.tif
1781,Features.449.tif,Labels.449.tif
3737,Features_v2.478.tif,Labels_v2.478.tif
6513,Features_v2.320.tif,Labels_v2.320.tif
5595,Features_v2.1037.tif,Labels_v2.1037.tif
1701,Features.680.tif,Labels.680.tif
6323,Features_v2.883.tif,Labels_v2.883.tif
2582,Features.401.tif,Labels.401.tif
3270,Features.330.tif,Labels.330.tif
2152,Features.152.tif,Labels.152.tif
962,Features.366.tif,Labels.366.tif
2258,Features.4.tif,Labels.4.tif
3162,Features.52.tif,Labels.52.tif
3470,Features.333.tif,Labels.333.tif
4857,Features_v2.752.tif,Labels_v2.752.tif
2658,Features.1037.tif,Labels.1037.tif
254,Features.847.tif,Labels.847.tif
2184,Features.542.tif,Labels.542.tif
1715,Features.411.tif,Labels.411.tif
6234,Features_v2.144.tif,Labels_v2.144.tif
5572,Features_v2.382.tif,Labels_v2.382.tif
2711,Features.819.tif,Labels.819.tif
3374,Features.233.tif,Labels.233.tif
995,Features.160.tif,Labels.160.tif
5023,Features_v2.587.tif,Labels_v2.587.tif
4223,Features_v2.286.tif,Labels_v2.286.tif
5352,Features_v2.304.tif,Labels_v2.304.tif
3309,Features.337.tif,Labels.337.tif
3686,Features_v2.1007.tif,Labels_v2.1007.tif
1816,Features.157.tif,Labels.157.tif
1762,Features.517.tif,Labels.517.tif
6170,Features_v2.189.tif,Labels_v2.189.tif
5123,Features_v2.284.tif,Labels_v2.284.tif
1362,Features.541.tif,Labels.541.tif
3192,Features.472.tif,Labels.472.tif
1393,Features.259.tif,Labels.259.tif
1959,Features.194.tif,Labels.194.tif
4826,Features_v2.885.tif,Labels_v2.885.tif
4620,Features_v2.275.tif,Labels_v2.275.tif
4389,Features_v2.22.tif,Labels_v2.22.tif
3300,Features.13.tif,Labels.13.tif
1466,Features.601.tif,Labels.601.tif
4639,Features_v2.288.tif,Labels_v2.288.tif
5218,Features_v2.978.tif,Labels_v2.978.tif
4590,Features_v2.542.tif,Labels_v2.542.tif
4295,Features_v2.417.tif,Labels_v2.417.tif
2306,Features.1012.tif,Labels.1012.tif
1135,Features.972.tif,Labels.972.tif
5840,Features_v2.968.tif,Labels_v2.968.tif
5503,Features_v2.11.tif,Labels_v2.11.tif
4612,Features_v2.913.tif,Labels_v2.913.tif
1700,Features.132.tif,Labels.132.tif
1831,Features.1016.tif,Labels.1016.tif
216,Features.427.tif,Labels.427.tif
